weekid,song,performer,week_position,Last Week,peak_position,weeks_on_chart,Image URL,month,week_of_year,is_december
1969-12-17,Winter World Of Love,Engelbert Humperdinck,48,71,48,3,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,12,51,True
1969-12-24,Winter World Of Love,Engelbert Humperdinck,41,48,41,4,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,12,52,True
1969-12-31,Winter World Of Love,Engelbert Humperdinck,35,41,35,5,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,12,1,True
1970-01-07,Winter World Of Love,Engelbert Humperdinck,31,35,31,6,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,1,2,False
1970-01-14,Winter World Of Love,Engelbert Humperdinck,23,31,23,7,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,1,3,False
1970-01-21,Winter World Of Love,Engelbert Humperdinck,17,23,17,8,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,1,4,False
1970-01-28,Winter World Of Love,Engelbert Humperdinck,16,17,16,9,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,1,5,False
1970-02-04,Winter World Of Love,Engelbert Humperdinck,22,16,16,10,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,2,6,False
1970-02-11,Winter World Of Love,Engelbert Humperdinck,26,22,16,11,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,2,7,False
1970-02-18,Winter World Of Love,Engelbert Humperdinck,31,26,16,12,https://charts-static.billboard.com/img/1969/12/engelbert-humperdinck-tdy-106x106.jpg,2,8,False
1971-01-20,I'Ll Be Home,Vikki Carr,99,99,1,1,https://charts-static.billboard.com/img/1971/01/vikki-carr-jnl-180x180.jpg,1,3,False
1971-01-27,I'Ll Be Home,Vikki Carr,97,99,97,2,https://charts-static.billboard.com/img/1971/01/vikki-carr-jnl-180x180.jpg,1,4,False
1971-02-03,I'Ll Be Home,Vikki Carr,98,97,97,3,https://charts-static.billboard.com/img/1971/01/vikki-carr-jnl-180x180.jpg,2,5,False
1971-02-10,I'Ll Be Home,Vikki Carr,96,98,96,4,https://charts-static.billboard.com/img/1971/01/vikki-carr-jnl-180x180.jpg,2,6,False
1973-11-14,River,Joe Simon,98,98,1,1,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,11,46,False
1973-11-21,River,Joe Simon,91,98,91,2,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,11,47,False
1973-11-21,If We Make It Through December,Merle Haggard,97,97,1,1,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,11,47,False
1973-11-28,River,Joe Simon,78,91,78,3,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,11,48,False
1973-11-28,If We Make It Through December,Merle Haggard,92,97,92,2,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,11,48,False
1973-12-05,River,Joe Simon,70,78,70,4,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,12,49,True
1973-12-05,If We Make It Through December,Merle Haggard,82,92,82,3,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,12,49,True
1973-12-12,River,Joe Simon,66,70,66,5,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,12,50,True
1973-12-12,If We Make It Through December,Merle Haggard,69,82,69,4,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,12,50,True
1973-12-19,River,Joe Simon,62,66,62,6,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,12,51,True
1973-12-19,If We Make It Through December,Merle Haggard,65,69,65,5,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,12,51,True
1973-12-26,If We Make It Through December,Merle Haggard,50,65,50,6,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,12,52,True
1973-12-26,River,Joe Simon,64,62,62,7,https://charts-static.billboard.com/img/1973/11/joe-simon-7hv-180x180.jpg,12,52,True
1973-12-26,It Doesn'T Have To Be That Way,Jim Croce,77,77,1,1,https://charts-static.billboard.com/img/1973/12/jim-croce-7dg-180x180.jpg,12,52,True
1974-01-02,If We Make It Through December,Merle Haggard,40,50,40,7,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,1,1,False
1974-01-02,It Doesn'T Have To Be That Way,Jim Croce,71,77,71,2,https://charts-static.billboard.com/img/1973/12/jim-croce-7dg-180x180.jpg,1,1,False
1974-01-09,If We Make It Through December,Merle Haggard,32,40,32,8,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,1,2,False
1974-01-09,It Doesn'T Have To Be That Way,Jim Croce,66,71,66,3,https://charts-static.billboard.com/img/1973/12/jim-croce-7dg-180x180.jpg,1,2,False
1974-01-16,If We Make It Through December,Merle Haggard,28,32,28,9,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,1,3,False
1974-01-16,It Doesn'T Have To Be That Way,Jim Croce,64,66,64,4,https://charts-static.billboard.com/img/1973/12/jim-croce-7dg-180x180.jpg,1,3,False
1974-01-23,If We Make It Through December,Merle Haggard,41,28,28,10,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,1,4,False
1974-01-23,It Doesn'T Have To Be That Way,Jim Croce,79,64,64,5,https://charts-static.billboard.com/img/1973/12/jim-croce-7dg-180x180.jpg,1,4,False
1974-01-30,If We Make It Through December,Merle Haggard,58,41,28,11,https://charts-static.billboard.com/img/1973/11/merle-haggard-f9e-180x180.jpg,1,5,False
1974-12-11,When A Child Is Born,Michael Holm,97,97,1,1,#,12,50,True
1974-12-18,When A Child Is Born,Michael Holm,84,97,84,2,#,12,51,True
1974-12-18,Christmas Dream,Perry Como,97,97,1,1,https://charts-static.billboard.com/img/1974/12/perry-como-srg-180x180.jpg,12,51,True
1974-12-25,When A Child Is Born,Michael Holm,73,84,73,3,#,12,52,True
1974-12-25,Christmas Dream,Perry Como,92,97,92,2,https://charts-static.billboard.com/img/1974/12/perry-como-srg-180x180.jpg,12,52,True
1975-01-01,When A Child Is Born,Michael Holm,73,73,73,4,#,1,1,False
1975-01-08,When A Child Is Born,Michael Holm,68,73,68,5,#,1,2,False
1975-01-15,When A Child Is Born,Michael Holm,60,68,60,6,#,1,3,False
1975-01-22,When A Child Is Born,Michael Holm,53,60,53,7,#,1,4,False
1975-12-10,Christmas For Cowboys,John Denver,84,84,1,1,https://charts-static.billboard.com/img/1975/12/john-denver-3ts-106x106.jpg,12,50,True
1975-12-17,Christmas For Cowboys,John Denver,73,84,73,2,https://charts-static.billboard.com/img/1975/12/john-denver-3ts-106x106.jpg,12,51,True
1975-12-17,I Believe In Father Christmas,Greg Lake,99,99,1,1,https://charts-static.billboard.com/img/1975/12/greg-lake-2n0-106x106.jpg,12,51,True
1975-12-24,Christmas For Cowboys,John Denver,63,73,63,3,https://charts-static.billboard.com/img/1975/12/john-denver-3ts-106x106.jpg,12,52,True
1975-12-24,I Believe In Father Christmas,Greg Lake,99,99,99,2,https://charts-static.billboard.com/img/1975/12/greg-lake-2n0-106x106.jpg,12,52,True
1975-12-31,Christmas For Cowboys,John Denver,58,63,58,4,https://charts-static.billboard.com/img/1975/12/john-denver-3ts-106x106.jpg,12,1,True
1975-12-31,I Believe In Father Christmas,Greg Lake,95,99,95,3,https://charts-static.billboard.com/img/1975/12/greg-lake-2n0-106x106.jpg,12,1,True
1976-04-28,Better Days,Melissa Manchester,89,89,1,1,https://charts-static.billboard.com/img/1976/05/melissa-manchester-dux-180x180.jpg,4,18,False
1976-05-05,Better Days,Melissa Manchester,78,89,78,2,https://charts-static.billboard.com/img/1976/05/melissa-manchester-dux-180x180.jpg,5,19,False
1976-05-12,Better Days,Melissa Manchester,73,78,73,3,https://charts-static.billboard.com/img/1976/05/melissa-manchester-dux-180x180.jpg,5,20,False
1976-05-19,Better Days,Melissa Manchester,71,73,71,4,https://charts-static.billboard.com/img/1976/05/melissa-manchester-dux-180x180.jpg,5,21,False
1976-05-26,Better Days,Melissa Manchester,71,71,71,5,https://charts-static.billboard.com/img/1976/05/melissa-manchester-dux-180x180.jpg,5,22,False
1978-12-06,Please Come Home For Christmas,Eagles,78,78,1,1,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,49,True
1978-12-13,Please Come Home For Christmas,Eagles,45,78,45,2,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,50,True
1978-12-20,Please Come Home For Christmas,Eagles,20,45,20,3,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,51,True
1978-12-27,Please Come Home For Christmas,Eagles,20,20,20,4,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,52,True
1979-01-03,Please Come Home For Christmas,Eagles,18,20,18,5,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,1,1,False
1979-01-10,Please Come Home For Christmas,Eagles,18,18,18,6,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,1,2,False
1979-01-17,Please Come Home For Christmas,Eagles,26,18,18,7,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,1,3,False
1979-01-24,Please Come Home For Christmas,Eagles,51,26,18,8,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,1,4,False
1980-12-10,Same Old Lang Syne,Dan Fogelberg,75,75,1,1,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,12,50,True
1980-12-10,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,91,91,1,1,#,12,50,True
1980-12-17,Same Old Lang Syne,Dan Fogelberg,59,75,59,2,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,12,51,True
1980-12-17,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,81,91,81,2,#,12,51,True
1980-12-24,Same Old Lang Syne,Dan Fogelberg,37,59,37,3,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,12,52,True
1980-12-24,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,69,81,69,3,#,12,52,True
1980-12-24,Merry Christmas In The Nfl,"Willis ""The Guard"" & Vigorish",82,82,1,1,#,12,52,True
1980-12-31,Same Old Lang Syne,Dan Fogelberg,37,37,37,4,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,12,1,True
1980-12-31,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,69,69,69,4,#,12,1,True
1980-12-31,Merry Christmas In The Nfl,"Willis ""The Guard"" & Vigorish",82,82,82,2,#,12,1,True
1981-01-07,Same Old Lang Syne,Dan Fogelberg,31,37,31,5,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,1,2,False
1981-01-07,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,69,69,69,5,#,1,2,False
1981-01-07,Merry Christmas In The Nfl,"Willis ""The Guard"" & Vigorish",82,82,82,3,#,1,2,False
1981-01-14,Same Old Lang Syne,Dan Fogelberg,26,31,26,6,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,1,3,False
1981-01-14,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),The Star Wars Intergalactic Droid Choir & Chorale,91,69,69,6,#,1,3,False
1981-01-21,Same Old Lang Syne,Dan Fogelberg,19,26,19,7,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,1,4,False
1981-01-28,Same Old Lang Syne,Dan Fogelberg,14,19,14,8,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,1,5,False
1981-02-04,Same Old Lang Syne,Dan Fogelberg,12,14,12,9,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,2,6,False
1981-02-11,Same Old Lang Syne,Dan Fogelberg,11,12,11,10,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,2,7,False
1981-02-18,Same Old Lang Syne,Dan Fogelberg,9,11,9,11,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,2,8,False
1981-02-25,Same Old Lang Syne,Dan Fogelberg,9,9,9,12,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,2,9,False
1981-03-04,Same Old Lang Syne,Dan Fogelberg,14,9,9,13,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,3,10,False
1981-03-11,Same Old Lang Syne,Dan Fogelberg,32,14,9,14,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,3,11,False
1981-03-18,Same Old Lang Syne,Dan Fogelberg,37,32,9,15,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,3,12,False
1981-03-25,Same Old Lang Syne,Dan Fogelberg,76,37,9,16,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,3,13,False
1981-04-01,Same Old Lang Syne,Dan Fogelberg,86,76,9,17,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,4,14,False
1981-04-08,Same Old Lang Syne,Dan Fogelberg,99,86,9,18,https://charts-static.billboard.com/img/1980/12/dan-fogelberg-4ox-180x180.jpg,4,15,False
1984-12-19,Do They Know It'S Christmas?,Band Aid,65,65,1,1,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,12,51,True
1984-12-19,The Greatest Gift Of All,Kenny Rogers & Dolly Parton,83,83,1,1,https://charts-static.billboard.com/img/1968/01/kenny-rogers-vja-180x180.jpg,12,51,True
1984-12-26,Do They Know It'S Christmas?,Band Aid,65,65,65,2,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,12,52,True
1984-12-26,The Greatest Gift Of All,Kenny Rogers & Dolly Parton,83,83,83,2,https://charts-static.billboard.com/img/1968/01/kenny-rogers-vja-180x180.jpg,12,52,True
1985-01-02,Do They Know It'S Christmas?,Band Aid,20,65,20,3,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,1,1,False
1985-01-02,The Greatest Gift Of All,Kenny Rogers & Dolly Parton,81,83,81,3,https://charts-static.billboard.com/img/1968/01/kenny-rogers-vja-180x180.jpg,1,1,False
1985-01-09,Do They Know It'S Christmas?,Band Aid,15,20,15,4,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,1,2,False
1985-01-09,The Greatest Gift Of All,Kenny Rogers & Dolly Parton,81,81,81,4,https://charts-static.billboard.com/img/1968/01/kenny-rogers-vja-180x180.jpg,1,2,False
1985-01-16,Do They Know It'S Christmas?,Band Aid,13,15,13,5,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,1,3,False
1985-01-23,Do They Know It'S Christmas?,Band Aid,17,13,13,6,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,1,4,False
1985-01-30,Do They Know It'S Christmas?,Band Aid,49,17,13,7,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,1,5,False
1985-02-06,Do They Know It'S Christmas?,Band Aid,64,49,13,8,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,2,6,False
1985-02-13,Do They Know It'S Christmas?,Band Aid,81,64,13,9,https://charts-static.billboard.com/img/1984/12/band-aid-000-do-they-know-its-christmas-6md-180x180.jpg,2,7,False
1989-11-08,This One'S For The Children,New Kids On The Block,82,82,1,1,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,11,45,False
1989-11-15,This One'S For The Children,New Kids On The Block,49,82,49,2,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,11,46,False
1989-11-22,This One'S For The Children,New Kids On The Block,37,49,37,3,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,11,47,False
1989-11-29,This One'S For The Children,New Kids On The Block,28,37,28,4,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,11,48,False
1989-12-06,This One'S For The Children,New Kids On The Block,22,28,22,5,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,12,49,True
1989-12-13,This One'S For The Children,New Kids On The Block,13,22,13,6,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,12,50,True
1989-12-20,This One'S For The Children,New Kids On The Block,9,13,9,7,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,12,51,True
1989-12-27,This One'S For The Children,New Kids On The Block,9,9,9,8,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,12,52,True
1990-01-03,This One'S For The Children,New Kids On The Block,7,9,7,9,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,1,1,False
1990-01-10,This One'S For The Children,New Kids On The Block,7,7,7,10,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,1,2,False
1990-01-17,This One'S For The Children,New Kids On The Block,17,7,7,11,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,1,3,False
1990-01-24,This One'S For The Children,New Kids On The Block,35,17,7,12,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,1,4,False
1990-01-31,This One'S For The Children,New Kids On The Block,58,35,7,13,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,1,5,False
1990-02-07,This One'S For The Children,New Kids On The Block,70,58,7,14,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,2,6,False
1990-02-14,This One'S For The Children,New Kids On The Block,81,70,7,15,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,2,7,False
1990-02-21,This One'S For The Children,New Kids On The Block,100,81,7,16,https://charts-static.billboard.com/img/1989/11/new-kids-on-the-block-8hy-106x106.jpg,2,8,False
1993-06-30,Believe,Lenny Kravitz,98,98,1,1,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,6,26,False
1993-07-07,Believe,Lenny Kravitz,96,98,96,2,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,7,27,False
1993-07-14,Believe,Lenny Kravitz,79,96,79,3,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,7,28,False
1993-07-21,Believe,Lenny Kravitz,79,79,79,4,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,7,29,False
1993-07-28,Believe,Lenny Kravitz,79,79,79,5,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,7,30,False
1993-08-04,Believe,Lenny Kravitz,76,79,76,6,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,8,31,False
1993-08-11,Believe,Lenny Kravitz,69,76,69,7,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,8,32,False
1993-08-18,Believe,Lenny Kravitz,61,69,61,8,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,8,33,False
1993-08-25,Believe,Lenny Kravitz,61,61,61,9,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,8,34,False
1993-09-01,Believe,Lenny Kravitz,63,61,61,10,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,9,35,False
1993-09-08,Believe,Lenny Kravitz,60,63,60,11,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,9,36,False
1993-09-15,Believe,Lenny Kravitz,65,60,60,12,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,9,37,False
1993-09-22,Believe,Lenny Kravitz,70,65,60,13,https://charts-static.billboard.com/img/1993/06/lenny-kravitz-jjg-180x180.jpg,9,38,False
